Ward,Year,TimeSlot,Month,Crime_Count,Latitude,Longitude
48,2001,Morning,11,2,22.42274784,88.42671913
46,2008,Afternoon,2,1,22.42275874,88.44301776
47,2008,Night,5,1,22.42276106,88.39271168
47,2002,Morning,12,7,22.42283335,88.39550556
49,2023,Afternoon,3,1,22.42284595,88.36105328
46,2002,Afternoon,3,2,22.42286277,88.44103709
48,2002,Morning,6,24,22.42288123,88.42167973
73,2011,Afternoon,7,1,22.4229418,88.3293143
48,2020,Afternoon,6,2,22.42294239,88.41958861
47,2002,Evening,5,9,22.42295624,88.39642616
47,2023,Afternoon,9,4,22.42299268,88.39554151
73,2012,Evening,3,1,22.42302748,88.33156454
73,2010,Afternoon,10,1,22.42302756,88.33154989
73,2013,Morning,10,1,22.42302756,88.33154989
47,2025,Evening,10,3,22.42302759,88.39509472
47,2013,Evening,6,1,22.42303976,88.39633799
73,2018,Afternoon,12,1,22.4230791,88.33540071
73,2001,Night,8,1,22.42312147,88.33191721
47,2023,Night,11,1,22.42312301,88.39876048
47,2025,Night,10,4,22.42318566,88.39293248
47,2002,Evening,12,9,22.42320233,88.39647174
47,2002,Night,6,7,22.42322958,88.39754644
47,2023,Morning,9,4,22.42323802,88.39676887
47,2002,Morning,11,2,22.42324926,88.39875825
47,2002,Morning,6,3,22.4232883,88.39594637
48,2020,Night,3,1,22.42329472,88.40574498
47,2003,Evening,6,1,22.42333159,88.3987592
44,2017,Evening,6,1,22.42333584,88.38906574
47,2023,Evening,8,1,22.42333796,88.39390886
47,2002,Evening,10,18,22.42345081,88.39759394
49,2013,Evening,3,1,22.42352434,88.36857443
48,2003,Evening,6,1,22.42354292,88.41939427
44,2021,Night,2,1,22.42357838,88.37182086
48,2005,Evening,1,1,22.42363814,88.40695424
48,2017,Afternoon,3,1,22.42367567,88.42668248
72,2012,Afternoon,4,1,22.42369246,88.31138201
48,2025,Afternoon,11,4,22.42370156,88.41150024
48,2002,Afternoon,11,34,22.42377728,88.42134853
44,2009,Afternoon,7,1,22.42379729,88.38553204
44,2007,Evening,4,1,22.42383537,88.3877562
48,2015,Morning,9,1,22.42384048,88.42789338
46,2024,Night,7,1,22.42385354,88.443848
48,2025,Evening,11,5,22.42385465,88.42288953
46,2014,Night,1,2,22.42385751,88.44245959
73,2013,Night,8,1,22.42385896,88.33204212
46,2022,Afternoon,11,1,22.42387275,88.44384823
73,2020,Evening,10,1,22.42389302,88.33325509
48,2009,Afternoon,4,1,22.42390705,88.40864622
48,2022,Morning,12,1,22.42390705,88.40864622
47,2002,Evening,7,21,22.42392641,88.39611195
73,2014,Evening,11,1,22.42393307,88.33203923
48,2002,Morning,12,10,22.42395842,88.41817806
46,2013,Afternoon,8,1,22.42397005,88.44245729
48,2004,Morning,5,1,22.42397795,88.43154386
48,2002,Night,9,25,22.42400799,88.41966612
73,2007,Night,9,1,22.42405589,88.328388
47,2002,Morning,7,3,22.4240652,88.39833773
71,2022,Night,1,1,22.42406923,88.35755694
47,2001,Evening,11,1,22.42408331,88.39751123
48,2002,Morning,1,2,22.42410098,88.43423968
48,2002,Evening,4,19,22.42411609,88.41772492
48,2023,Morning,10,33,22.42413203,88.42086247
47,2002,Evening,4,12,22.42414376,88.39503387
48,2002,Evening,3,2,22.42414421,88.40635743
48,2012,Afternoon,9,1,22.42415676,88.41033433
44,2010,Morning,6,2,22.42417895,88.36744594
48,2002,Afternoon,5,36,22.42418245,88.42055101
48,2023,Afternoon,6,1,22.42426381,88.4351485
48,2002,Night,10,21,22.42426564,88.42231967
73,2017,Morning,1,1,22.42428877,88.33081199
73,2016,Morning,4,1,22.42431876,88.34296419
48,2002,Morning,9,26,22.42434443,88.41861224
47,2002,Morning,4,6,22.42435789,88.39691291
48,2002,Night,2,4,22.42436312,88.41507063
48,2023,Morning,9,18,22.42438754,88.42167797
48,2002,Afternoon,8,35,22.4243918,88.41978664
48,2023,Night,8,1,22.4243966,88.42844953
48,2002,Night,7,30,22.42440139,88.41979174
48,2024,Night,5,1,22.42441431,88.42949384
48,2002,Afternoon,12,34,22.42442679,88.41634567
48,2002,Evening,9,27,22.42444914,88.41826761
73,2001,Afternoon,6,2,22.42447204,88.33767918
44,2008,Night,6,2,22.42449613,88.38327746
48,2023,Night,10,32,22.42451761,88.41577381
48,2025,Morning,10,1,22.42460087,88.40449617
48,2002,Morning,8,16,22.42460545,88.4190166
48,2002,Afternoon,4,16,22.42461283,88.42326559
48,2002,Night,11,11,22.42461844,88.415435
46,2017,Morning,1,1,22.42463272,88.44749169
46,2019,Evening,6,1,22.42464941,88.44866055
48,2002,Afternoon,9,33,22.42470247,88.41539804
48,2002,Evening,11,38,22.42470707,88.41862706
48,2004,Afternoon,4,1,22.42471066,88.40449377
48,2002,Night,8,26,22.42473656,88.4193236
48,2002,Afternoon,7,45,22.4247497,88.41723162
48,2002,Evening,8,37,22.42478517,88.41837442
48,2002,Evening,6,41,22.42481371,88.41679411
48,2002,Evening,7,56,22.42484225,88.41752413
48,2002,Evening,10,38,22.42484476,88.41963152
48,2006,Afternoon,11,1,22.42487657,88.43747122
73,2025,Morning,1,1,22.42489035,88.33493242
73,2013,Evening,8,1,22.42492847,88.33778306
48,2023,Night,9,13,22.42494096,88.42410096
48,2002,Morning,10,24,22.4249684,88.41839947
48,2002,Morning,11,20,22.42498497,88.41698859
48,2023,Afternoon,11,28,22.42498876,88.41795332
48,2012,Night,8,1,22.42499239,88.41096685
47,2012,Evening,6,1,22.42500998,88.3950819
48,2002,Morning,7,29,22.42501689,88.41894223
47,2015,Evening,12,1,22.42510378,88.39629194
44,2011,Afternoon,9,1,22.42512248,88.3684198
48,2023,Night,12,8,22.42516808,88.41650981
48,2012,Evening,6,1,22.42519822,88.41096558
47,2023,Evening,10,4,22.4252165,88.39700674
48,2002,Evening,2,3,22.42523222,88.42464519
48,2002,Morning,4,10,22.42524448,88.4167089
48,2002,Afternoon,3,1,22.42526048,88.4157033
48,2002,Afternoon,10,34,22.42527497,88.41886044
48,2002,Morning,5,24,22.42528573,88.41736797
48,2002,Evening,5,27,22.42528858,88.41980216
47,2025,Morning,10,1,22.42535043,88.39118408
46,2007,Evening,6,1,22.42546046,88.44242042
47,2023,Evening,11,2,22.42551004,88.39648891
46,2010,Evening,8,1,22.42551808,88.44242112
48,2025,Afternoon,10,9,22.42559691,88.41690394
46,2020,Afternoon,11,1,22.42560866,88.44241855
44,2012,Night,1,1,22.42561044,88.38479407
48,2023,Evening,11,20,22.42564546,88.41810359
48,2023,Evening,12,8,22.42565777,88.41646329
44,2010,Afternoon,3,1,22.42568709,88.38959789
73,2016,Night,9,1,22.42569634,88.3332043
48,2002,Night,1,2,22.4257025,88.41169309
73,2010,Morning,10,1,22.42571118,88.33441711
48,2023,Evening,9,25,22.42571819,88.41994727
73,2003,Afternoon,3,1,22.42573253,88.33076839
48,2023,Afternoon,9,32,22.42575172,88.42111578
47,2008,Night,6,1,22.42575302,88.39432834
46,2022,Night,11,1,22.42575564,88.44380517
48,2023,Night,11,15,22.42576993,88.41611836
73,2023,Night,8,1,22.42577455,88.34412998
48,2002,Night,6,22,22.4257854,88.41410921
48,2023,Afternoon,12,6,22.42580377,88.42169684
73,2021,Evening,1,1,22.42582358,88.34049254
48,2023,Afternoon,2,2,22.42582786,88.41638888
73,2003,Evening,3,1,22.42587697,88.33562783
48,2002,Evening,12,29,22.42589488,88.41600637
73,2011,Afternoon,1,1,22.42592346,88.34169892
48,2023,Morning,12,7,22.42592371,88.42107532
48,2023,Morning,11,15,22.42592655,88.41970819
46,2005,Afternoon,3,1,22.42593095,88.44103029
73,2003,Morning,5,1,22.42600748,88.34048715
71,2009,Night,5,1,22.4260145,88.32711503
73,2005,Morning,12,1,22.42604543,88.33076065
44,2018,Evening,4,2,22.42607281,88.37746195
73,2010,Morning,12,1,22.42617667,88.333191
48,2002,Night,5,13,22.42630045,88.41250386
48,2023,Evening,10,36,22.42636803,88.41802369
71,2017,Evening,10,2,22.4263905,88.35263248
44,2007,Evening,7,1,22.42642578,88.37863
44,2023,Afternoon,5,2,22.42650704,88.38338205
44,2024,Afternoon,11,1,22.42652428,88.38479701
48,2001,Evening,10,2,22.4265485,88.40568368
44,2006,Afternoon,10,1,22.42656145,88.3871678
44,2020,Afternoon,1,1,22.4265693,88.38766248
48,2004,Night,5,2,22.42660591,88.42904369
48,2023,Afternoon,10,29,22.42671424,88.41678744
48,2025,Night,10,7,22.42673889,88.41803167
47,2023,Morning,11,1,22.42678901,88.39625622
48,2002,Afternoon,6,15,22.42706614,88.41776642
71,2006,Night,6,1,22.42706982,88.35329923
48,2019,Night,6,1,22.42709921,88.40814471
47,2023,Afternoon,12,2,22.42716512,88.39537759
48,2002,Night,4,9,22.42717893,88.40823736
48,2023,Night,3,1,22.42720226,88.42294715
44,2019,Morning,6,1,22.4272803,88.37494287
46,2019,Morning,4,1,22.42733804,88.44797535
44,2022,Afternoon,7,1,22.42736717,88.38036975
46,2022,Night,3,1,22.42748377,88.45073222
46,2012,Evening,6,1,22.4275773,88.44669964
46,2015,Night,7,1,22.42758367,88.44375777
71,2016,Afternoon,3,1,22.427641,88.32584589
48,2022,Afternoon,11,1,22.42768191,88.40165206
48,2002,Evening,1,1,22.42769078,88.40240322
71,2015,Afternoon,3,1,22.42775353,88.32584339
46,2016,Evening,5,1,22.42775624,88.44098278
46,2004,Afternoon,9,1,22.42777429,88.44236422
48,2002,Night,3,3,22.42790849,88.41515907
71,2004,Afternoon,4,1,22.42794292,88.32583802
71,2003,Afternoon,11,1,22.4279931,88.32948395
44,2008,Evening,9,1,22.4280173,88.37602085
44,2002,Night,2,1,22.42811716,88.38895125
44,2012,Evening,9,1,22.42811716,88.38895125
71,2016,Night,6,1,22.42813151,88.33677988
46,2004,Evening,5,1,22.42813279,88.43440729
71,2021,Evening,9,1,22.42814629,88.33799639
46,2002,Morning,3,1,22.42815047,88.43585468
46,2009,Afternoon,1,1,22.42815047,88.43585468
44,2001,Afternoon,12,1,22.42829373,88.38837072
44,2020,Afternoon,8,1,22.42831005,88.38230375
44,2006,Afternoon,9,1,22.42834711,88.38470025
44,2006,Evening,7,1,22.42835937,88.38536719
44,2020,Night,8,1,22.42842659,88.38992198
46,2017,Evening,5,2,22.42853021,88.44096838
44,2002,Morning,1,2,22.42855179,88.37254779
71,2013,Morning,8,1,22.42862103,88.34125114
44,2012,Evening,8,1,22.42864493,88.37438645
44,2022,Evening,11,3,22.42874655,88.37433982
44,2022,Night,11,1,22.42877042,88.38893299
48,2022,Night,7,1,22.42885857,88.40683883
44,2025,Evening,8,1,22.42893509,88.38893119
44,2023,Evening,7,1,22.42903116,88.38892861
44,2015,Afternoon,5,1,22.42904699,88.37062087
70,2017,Evening,5,1,22.42904893,88.25368376
70,2007,Evening,7,1,22.42906119,88.25449724
70,2011,Night,6,1,22.42906119,88.25449724
70,2012,Morning,1,1,22.42906119,88.25449724
70,2021,Morning,1,1,22.42906119,88.25449724
48,2025,Afternoon,9,1,22.42906699,88.40854857
48,2001,Evening,6,1,22.42908756,88.42046708
48,2003,Morning,9,1,22.42912324,88.4204675
46,2024,Evening,4,1,22.42912489,88.44793123
70,2004,Night,1,1,22.42913985,88.26100853
70,2010,Night,6,1,22.42917964,88.26336839
44,2020,Morning,3,1,22.42918685,88.37989913
71,2001,Afternoon,11,1,22.42922865,88.35026317
46,2015,Afternoon,4,1,22.42923744,88.44792528
44,2012,Night,5,1,22.42927109,88.38527119
46,2001,Evening,4,1,22.42928507,88.44094634
46,2002,Evening,3,2,22.42929356,88.43887075
70,2012,Afternoon,2,1,22.42930501,88.2692573
70,2006,Afternoon,11,1,22.429309,88.26953945
70,2009,Evening,7,1,22.42933047,88.27066444
70,2011,Evening,2,1,22.42935332,88.25266436
46,2016,Night,11,1,22.42937839,88.44094381
46,2016,Afternoon,6,1,22.42939992,88.43817424
46,2014,Afternoon,8,2,22.42941717,88.43886875
71,2013,Evening,10,2,22.42942234,88.34930151
70,2016,Afternoon,3,1,22.42942682,88.27626732
49,2011,Night,8,1,22.42942784,88.3617843
70,2003,Evening,6,1,22.42943097,88.2765165
70,2006,Morning,2,1,22.42946864,88.2787005
71,2024,Evening,5,1,22.42955226,88.33551611
46,2003,Afternoon,12,1,22.42956621,88.43955383
46,2012,Evening,8,1,22.42958427,88.44093531
71,2010,Evening,4,1,22.42962743,88.33673329
70,2004,Evening,9,1,22.42962952,88.28800082
70,2010,Evening,3,1,22.42962952,88.28800082
70,2016,Morning,4,1,22.42962952,88.28800082
70,2015,Evening,4,1,22.42964002,88.2885908
46,2017,Morning,11,1,22.42964367,88.44791558
70,2018,Afternoon,2,1,22.42965992,88.28996859
70,2018,Morning,10,1,22.42965992,88.28996859
46,2014,Afternoon,3,1,22.42966288,88.44791582
70,2009,Evening,4,1,22.42966407,88.29021411
70,2003,Night,2,2,22.42966601,88.29036068
70,2005,Afternoon,12,1,22.42966807,88.29048527
70,2006,Morning,6,1,22.42966807,88.29048527
71,2024,Night,11,1,22.42967491,88.3440138
70,2003,Evening,9,2,22.42967594,88.29047621
70,2006,Afternoon,3,1,22.42967621,88.29100195
70,2014,Evening,4,1,22.42967621,88.29100195
70,2004,Morning,4,1,22.42972333,88.29341321
71,2003,Afternoon,5,1,22.42972457,88.33186875
44,2023,Night,8,6,22.42973586,88.38691596
48,2017,Night,6,1,22.42977711,88.42737785
71,2012,Morning,1,1,22.42978573,88.34522037
70,2001,Afternoon,1,1,22.42978889,88.29147202
70,2007,Evening,11,1,22.42979988,88.29793147
70,2020,Afternoon,3,1,22.42979988,88.29793147
70,2019,Evening,11,1,22.42980604,88.29830524
47,2001,Afternoon,11,1,22.42981555,88.39632375
71,2010,Night,7,1,22.42982604,88.35132108
70,2006,Night,5,1,22.42984196,88.30023644
70,2015,Morning,2,1,22.42984196,88.30023644
70,2021,Evening,11,1,22.42984196,88.30023644
44,2021,Evening,10,1,22.42988089,88.37112467
70,2006,Evening,3,1,22.42988493,88.30286383
70,2013,Afternoon,4,1,22.42988722,88.30294446
70,2015,Morning,6,1,22.42992062,88.30482068
70,2021,Afternoon,8,1,22.42993476,88.25273199
71,2013,Evening,3,1,22.42997916,88.34037517
71,2020,Afternoon,1,1,22.42999672,88.34158076
44,2022,Afternoon,8,1,22.43002911,88.37111898
71,2022,Evening,1,1,22.43006399,88.34641774
46,2025,Afternoon,9,1,22.43006707,88.44298191
44,2006,Night,4,1,22.43006753,88.3711194
44,2023,Evening,6,3,22.43014385,88.38264307
46,2023,Afternoon,6,2,22.43014518,88.44440279
72,2022,Night,7,1,22.43015513,88.32007564
44,2010,Night,5,2,22.43016552,88.38397469
71,2010,Evening,6,1,22.43020302,88.32415033
71,2019,Night,1,1,22.43021676,88.32509575
44,2012,Evening,4,1,22.4302172,88.38754975
46,2001,Morning,10,1,22.43024467,88.43662363
71,2012,Morning,7,1,22.43025072,88.32775972
44,2014,Evening,10,1,22.4302604,88.39069016
44,2022,Night,9,1,22.43026203,88.39086604
71,2018,Night,12,1,22.4302813,88.33004995
44,2015,Afternoon,10,1,22.43030908,88.37111108
71,2009,Evening,10,1,22.43032061,88.33271764
44,2022,Night,10,1,22.43034032,88.36871892
44,2003,Morning,6,1,22.43035717,88.36954714
70,2023,Night,7,1,22.43036586,88.260093
71,2020,Night,12,1,22.43037347,88.33633809
71,2011,Night,5,1,22.43037366,88.33630512
70,2009,Morning,12,1,22.43041545,88.28073203
70,2002,Afternoon,2,1,22.43042021,88.28086764
71,2020,Night,8,1,22.43044895,88.34121549
48,2003,Night,11,1,22.43049362,88.42528332
71,2012,Evening,9,1,22.4305273,88.3469576
71,2005,Afternoon,8,1,22.4305298,88.34699793
44,2019,Evening,8,1,22.43059565,88.38889133
44,2023,Evening,3,4,22.43060815,88.38321067
48,2022,Afternoon,12,1,22.43062579,88.40558793
44,2005,Evening,5,1,22.43062686,88.36451594
44,2019,Afternoon,7,1,22.43062686,88.36451594
70,2022,Night,10,3,22.43067147,88.27047881
48,2002,Morning,3,1,22.43070504,88.40436878
44,2001,Afternoon,11,1,22.43070759,88.36432997
48,2023,Morning,8,1,22.43076921,88.41556633
71,2024,Evening,3,1,22.4307724,88.34956523
44,2012,Evening,6,1,22.43077743,88.36859549
44,2014,Afternoon,1,1,22.43077743,88.36859549
44,2020,Night,5,1,22.43077743,88.36859549
44,2007,Afternoon,5,1,22.43077756,88.37918044
46,2004,Evening,2,1,22.43077968,88.4325705
71,2019,Afternoon,4,1,22.43078606,88.35185897
46,2021,Evening,11,1,22.430836,88.4339891
44,2017,Morning,8,1,22.43084525,88.37050145
44,2004,Night,2,1,22.43086045,88.3707068
44,2001,Evening,7,1,22.43086262,88.36545281
46,2016,Night,7,1,22.4309145,88.44788348
46,2022,Evening,10,1,22.43093097,88.44788368
46,2018,Afternoon,12,1,22.43095017,88.44788392
46,2004,Morning,6,1,22.43096327,88.43952309
44,2009,Evening,11,1,22.43099154,88.37831449
44,2001,Night,5,1,22.43099634,88.38585117
44,2022,Evening,12,6,22.43100167,88.38447196
44,2011,Evening,9,2,22.43107647,88.36793928
71,2018,Afternoon,10,1,22.43107803,88.32089114
46,2022,Evening,11,1,22.4310792,88.43536597
44,2023,Afternoon,1,4,22.43107933,88.38388884
46,2017,Afternoon,3,1,22.43109676,88.43398123
44,2023,Evening,5,2,22.43110997,88.38610892
46,2009,Morning,8,1,22.43111597,88.43398146
44,2007,Night,9,1,22.43112542,88.38713865
44,2009,Morning,5,1,22.43112542,88.38713865
44,2014,Afternoon,5,1,22.43112542,88.38713865
44,2023,Afternoon,2,1,22.43112542,88.38713865
44,2023,Morning,5,1,22.43112685,88.38734751
71,2011,Evening,11,1,22.43112834,88.3245409
71,2003,Evening,5,1,22.43117267,88.33061246
46,2019,Night,8,1,22.43117524,88.44787934
44,2009,Evening,7,1,22.43118462,88.39164958
46,2009,Evening,6,1,22.43121368,88.44787614
47,2008,Morning,6,1,22.43123653,88.39512722
71,2011,Afternoon,11,1,22.43123658,88.32575477
46,2004,Morning,9,1,22.43124774,88.43397572
46,2021,Afternoon,11,1,22.43124774,88.43397572
46,2021,Morning,11,1,22.43124774,88.43397572
47,2023,Evening,12,1,22.43126301,88.39699245
44,2005,Night,7,1,22.43126331,88.39694482
44,2024,Afternoon,3,2,22.43127747,88.38804544
71,2003,Afternoon,10,1,22.43128021,88.34033394
48,2004,Night,10,1,22.43129301,88.39915816
46,2016,Evening,9,1,22.43130154,88.43535766
46,2012,Evening,9,1,22.43132075,88.43535789
46,2006,Evening,5,3,22.43132244,88.44143823
71,2006,Night,8,1,22.43132362,88.33061036
71,2004,Evening,8,1,22.43133092,88.34519649
46,2005,Evening,3,1,22.43133656,88.43951295
46,2020,Evening,5,1,22.43134541,88.43005651
46,2020,Night,5,1,22.43134541,88.43005651
45,2020,Morning,8,1,22.43135455,88.40365815
48,2005,Evening,6,2,22.43138617,88.40619027
71,2001,Evening,4,2,22.43138855,88.34519526
46,2009,Afternoon,2,3,22.43140676,88.44089509
46,2017,Night,12,1,22.43142114,88.44923799
44,2024,Night,2,1,22.43143032,88.36952597
48,2021,Evening,8,1,22.43143489,88.40945905
71,2022,Afternoon,5,1,22.4314442,88.34276118
71,2004,Afternoon,9,1,22.43145288,88.34820953
71,2007,Afternoon,5,1,22.43145523,88.3482755
45,2008,Evening,11,1,22.43152908,88.41602956
71,2017,Afternoon,3,3,22.4315416,88.33789652
44,2021,Morning,5,1,22.43158127,88.36952397
44,2010,Night,4,2,22.43161551,88.38904269
70,2004,Evening,2,1,22.43162919,88.29814009
46,2001,Morning,1,1,22.43167358,88.44241885
70,2001,Night,10,1,22.43174208,88.3054471
46,2009,Night,8,1,22.43176242,88.43293767
44,2023,Morning,6,3,22.4317779,88.38079984
71,2003,Evening,10,1,22.43179896,88.34032109
46,2022,Morning,11,2,22.43185724,88.43555309
46,2009,Morning,11,1,22.43186673,88.44145758
46,2009,Afternoon,11,1,22.43186685,88.44143926
46,2012,Afternoon,5,1,22.43190173,88.44397513
46,2021,Night,8,1,22.43192199,88.44542996
46,2005,Night,12,1,22.43194863,88.4475517
70,2017,Evening,9,1,22.43196807,88.26489669
46,2022,Evening,12,4,22.43201001,88.44448904
46,2001,Night,10,2,22.43202833,88.43804251
44,2020,Night,7,1,22.43204763,88.38885278
71,2023,Evening,3,2,22.43205537,88.33377148
44,2016,Evening,12,2,22.4320811,88.39006593
71,2001,Night,4,2,22.43209893,88.34100241
71,2006,Evening,7,2,22.43214658,88.33301517
70,2019,Evening,5,1,22.43220975,88.2527419
46,2014,Afternoon,10,2,22.43221641,88.44289999
71,2020,Evening,5,1,22.43227072,88.35003558
46,2015,Afternoon,6,3,22.43232194,88.43406169
44,2003,Evening,9,1,22.43232592,88.39127048
71,2016,Afternoon,11,2,22.43234422,88.32329809
46,2025,Morning,10,16,22.4323677,88.43887688
45,2001,Evening,12,1,22.43237124,88.41147779
71,2020,Afternoon,6,3,22.43241843,88.32369797
44,2022,Evening,10,1,22.4324266,88.36951128
70,2010,Afternoon,11,1,22.43247669,88.29773444
71,2010,Evening,10,3,22.43249016,88.33462966
44,2019,Night,8,2,22.43250107,88.38461012
46,2022,Night,12,5,22.43257224,88.44090937
46,2018,Afternoon,7,1,22.43261598,88.43496309
46,2012,Evening,10,1,22.43262127,88.43132116
45,2023,Afternoon,1,1,22.43268178,88.40339132
44,2022,Evening,9,2,22.43269021,88.38792036
46,2013,Afternoon,6,1,22.43275301,88.43131907
71,2014,Morning,8,2,22.43278793,88.33815538
44,2021,Night,5,1,22.4328146,88.3781809
44,2021,Evening,4,1,22.43282495,88.37871963
46,2023,Night,4,2,22.43286001,88.43531867
71,2004,Morning,2,1,22.43292944,88.31963137
46,2008,Afternoon,6,1,22.43300297,88.43495675
45,2023,Morning,12,1,22.43300847,88.40844775
71,2001,Night,11,1,22.43302734,88.35199659
70,2024,Afternoon,5,1,22.43307256,88.27551439
46,2008,Afternoon,7,1,22.43307399,88.42887536
44,2023,Night,1,2,22.43308601,88.36357727
71,2016,Night,2,1,22.43309597,88.32691714
71,2021,Night,10,1,22.4331091,88.32084234
44,2025,Night,11,12,22.43311297,88.38557598
70,2002,Night,3,1,22.43321972,88.28334582
71,2004,Afternoon,8,2,22.43324436,88.32569859
71,2020,Evening,3,1,22.43324577,88.34392709
45,2022,Night,12,1,22.43325255,88.40931529
71,2016,Evening,12,2,22.43330249,88.33056354
45,2019,Afternoon,5,1,22.43331666,88.41378248
71,2022,Night,6,1,22.43334477,88.34757385
44,2002,Morning,2,2,22.4333619,88.38759243
70,2015,Afternoon,5,1,22.43336944,88.29311193
71,2003,Night,5,2,22.43338489,88.33055844
71,2007,Night,12,1,22.43342341,88.34635457
71,2025,Afternoon,1,1,22.43348282,88.34513508
71,2007,Night,10,1,22.43348868,88.33906016
71,2003,Morning,9,1,22.43350495,88.34878103
71,2023,Morning,5,1,22.43350495,88.34878103
44,2023,Night,6,5,22.43356798,88.3859872
46,2023,Evening,12,14,22.43364971,88.43627242
46,2001,Afternoon,10,2,22.43365896,88.4454531
71,2024,Night,1,1,22.43370184,88.35346212
44,2023,Afternoon,7,3,22.43372627,88.37642571
44,2023,Night,4,3,22.43376362,88.37996682
46,2010,Night,8,2,22.43381435,88.43290865
70,2020,Evening,7,1,22.43383603,88.30250017
70,2021,Night,6,1,22.43384934,88.29962035
44,2025,Morning,7,1,22.43385644,88.38880361
71,2006,Evening,5,1,22.43385659,88.32494641
44,2022,Night,12,5,22.43387391,88.38311512
45,2001,Night,3,1,22.43388959,88.40799631
71,2018,Afternoon,8,1,22.43389167,88.32741635
44,2021,Evening,2,1,22.4338954,88.39001685
70,2016,Afternoon,9,1,22.43399101,88.27568071
46,2025,Afternoon,11,7,22.43399936,88.43840565
70,2012,Afternoon,1,1,22.4340502,88.27896795
44,2022,Afternoon,11,2,22.434055,88.37771578
71,2011,Evening,12,3,22.43409314,88.32957286
45,2023,Morning,6,1,22.43410564,88.40218394
46,2025,Evening,11,7,22.43412104,88.44575229
71,2009,Night,4,1,22.43412264,88.35558082
71,2015,Night,11,1,22.43415917,88.34676545
71,2016,Afternoon,2,1,22.43416115,88.34689371
45,2007,Afternoon,1,1,22.43419877,88.41192412
70,2019,Night,10,1,22.43420224,88.26117662
70,2019,Evening,9,1,22.43422333,88.26238963
46,2008,Morning,5,1,22.43423746,88.42642697
46,2025,Night,10,16,22.43427638,88.44193623
70,2011,Afternoon,7,1,22.43428926,88.29352401
46,2023,Morning,4,3,22.43429276,88.42831422
44,2014,Afternoon,9,1,22.43431759,88.38878684
71,2004,Night,8,2,22.43432974,88.33782127
44,2003,Evening,12,1,22.43434006,88.39000357
70,2010,Evening,8,1,22.43435406,88.25995789
45,2019,Evening,11,1,22.43442778,88.41550293
44,2016,Evening,7,2,22.4344284,88.37875665
46,2014,Morning,8,1,22.43444878,88.42642582
46,2012,Afternoon,3,1,22.43446015,88.43129186
45,2005,Morning,8,1,22.43448292,88.41671639
46,2005,Afternoon,5,1,22.43449582,88.43129228
44,2023,Evening,1,2,22.43451557,88.38784968
45,2016,Afternoon,2,1,22.43460691,88.3980676
45,2004,Morning,10,1,22.43463337,88.4142852
46,2002,Evening,1,3,22.43465814,88.43568132
46,2017,Night,1,1,22.43466053,88.43251073
46,2023,Afternoon,12,25,22.43468194,88.43503562
71,2022,Night,8,3,22.43469474,88.34501301
70,2014,Afternoon,5,1,22.4346952,88.29156769
45,2023,Night,11,12,22.4347035,88.40723481
46,2020,Night,6,1,22.43472115,88.43857555
45,2002,Afternoon,1,1,22.43473489,88.40840917
46,2003,Afternoon,5,1,22.43474581,88.43614654
71,2002,Afternoon,3,4,22.43475038,88.33260824
46,2019,Night,3,1,22.43476227,88.43614674
44,2012,Evening,1,2,22.43477894,88.38170067
71,2003,Night,7,1,22.43479731,88.32930175
71,2003,Night,11,1,22.43479731,88.32930175
70,2001,Evening,4,1,22.43479864,88.2719327
46,2019,Afternoon,5,2,22.43480301,88.42699956
44,2025,Night,6,1,22.4348451,88.39171676
46,2004,Evening,3,1,22.43484711,88.43128916
46,2011,Night,5,1,22.43485015,88.43857344
71,2015,Evening,9,1,22.43486883,88.33537394
71,2004,Evening,7,1,22.4348714,88.32930252
71,2017,Afternoon,9,1,22.43490539,88.32201128
46,2014,Evening,9,1,22.43492153,88.43978346
46,2009,Evening,5,2,22.43492342,88.44534937
71,2015,Morning,9,1,22.43493221,88.32686651
71,2016,Evening,10,1,22.43493221,88.32686651
46,2007,Afternoon,8,1,22.43493773,88.43250673
71,2009,Evening,4,1,22.43496313,88.3305163
71,2017,Afternoon,5,1,22.43496789,88.32686688
46,2003,Morning,12,1,22.43498457,88.43614575
71,2021,Afternoon,3,1,22.43498696,88.34509243
46,2015,Night,9,1,22.43499781,88.44831444
70,2006,Evening,6,1,22.43500871,88.29543276
71,2022,Morning,8,1,22.43505931,88.34630603
71,2008,Morning,9,1,22.43506107,88.34508955
45,2008,Afternoon,2,1,22.43507874,88.40954903
71,2024,Night,3,1,22.43511133,88.33051418
44,2021,Evening,8,2,22.43515016,88.38817753
71,2023,Afternoon,6,2,22.43516169,88.33961859
71,2022,Morning,10,1,22.43516466,88.35480793
71,2020,Morning,4,1,22.43516761,88.32079381
44,2007,Evening,3,1,22.4351685,88.38875981
46,2002,Afternoon,9,97,22.43519137,88.43730002
44,2002,Evening,6,164,22.43521015,88.38169938
45,2006,Evening,12,1,22.43521227,88.42013992
45,2025,Evening,11,2,22.43523978,88.40669323
46,2023,Night,8,2,22.43525654,88.42946413
44,2009,Night,7,2,22.43525705,88.3877753
44,2002,Morning,10,88,22.43527301,88.38018345
45,2022,Evening,12,3,22.43527424,88.40841862
71,2005,Night,7,1,22.43528039,88.32928845
70,2022,Night,12,3,22.43528574,88.28013264
